State/Region P_code,Division/State (Myanmar),Division/State ,Township  (Myanmar),Township ,Type (Myanmar),Type,Name (Myanmar),Name,Latitude,Longitude,Phone Number,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မ်ိဳးသိန္းလ်ွပ္စစ္,Myo Thein Electronic,21.978769,96.079086,02 406 7175,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မ်ိဳးသိန္း,Myo Thein,21.97851,96.079075,02 403 5332,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟက္ပီးေဆး,Happy Sales Pos Supply,21.980231,96.079643,09 45597 7515,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အိုမီဂါ,Omega,21.979821,96.079085,09 534 0711,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဆားကစ္ေ၀ါလ်ွပ္စစ္,Circuit World Electronic,21.979551,96.079054,02 402 1839,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္တံခြန္,Aung Takon,21.978457,96.079394,09 777 772757,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေမာင္ေမာင္မွန္ဆိုင္(လားရွိဳး),MgMg Hman Sine(Lashio),21.980064,96.07944,02 35 703,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကိုထြန္းထြန္းမေခ်ာစုအီလက္ထေရာနစ္,Ko Tun Tun and Ma Chaw Su Electronic Store,21.981728,96.079228,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပါ၀ါ,Power,21.982579,96.078712,09 202 1915,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အိတ္ခ်္ဟာစံ,H Har San,21.983245,96.07932,09 203 1784,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဗႏၵာပင္ကိုေလး,BanDarPinKoLay,21.984128,96.079314,02 406 0463,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊ၀ါ၀င္း,Shwe War Win,21.982707,96.07835,09 44402 3558,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေခါင္းေဆာင္,Leader,21.98366,96.078751,09 40254 0745,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေမာင္ျမင့္ေအး,Mg Myint Aye,22,96.079237,02 32 321,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေငြႀကားတိုက္,Ngwe Kyar Tite,21.983162,96.07905,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အာရွ,Asia,21.981945,96.078132,09 430 02119,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဂရိတ္ေ၀ါ,Great Wall,21.982673,96.077909,09 204 4322,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပနစိုးနစ္,Panasonic,21.967428,96.08612,02 60 488,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပနစိုးနစ္ျပခန္း,Panasonic ShowRoom,21.973625,96.087985,02 60 488,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၈၁လ်ွပ္စစ္,81 Electronic,21.973774,96.089002,09 789 818181,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မီဒီယာျပခန္း,Midea Showroom,21.974272,96.088267,09 45718 5967,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟုမ္းအိတ္,Home Aid,21.974956,96.077031,02 406 8877,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေ၀ယံလ်ွပ္စစ္,Wai Yan Electronics,21.976966,96.080454,09 951 829907,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၀ွမ္သက္မႀကဴ,Whan Thet Ma Kyu,21.979127,96.0791,09 789 320023,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္ေအာင္,Aung Aung ,21.97916,96.079394,02 23 780,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စိန္ဘရားသား,SeinBrother,21.97935,96.079025,09 40259 9319,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ခိုင္၀င္း,KhineWin,21.971055,96.082143,02 407 2535,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ယူနိုက္တက္လ်ွပ္စစ္,United Electronic,21.970058,96.080902,09 202 2083,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဗစ္ရွင္မက္ကုမၸဏီ,"Vision Max Co.,Ltd",21.969262,96.081062,02 402 2860,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,က်င္းလံုျမန္မာ,KyinLonnMyanmar,21.968424,96.080444,02 35 001,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေဌးကမၻာ,Htay Gabar,21.983238,96.07978,02 406 6095,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စီးတီးလိုက္,City Light,21.983304,96.079328,02 403 4951,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နဒီလြင္,Nadi Lwin,21.98328,96.079218,02 406 9476,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပါ၀ဲ,ParWell,21.972038,96.083544,09 797 389505,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စုလ်ွပ္စစ္,Su Electrical Supply Store,21.970866,96.06373,09 40269 2483,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မ်ိဳးလ်ွပ္စစ္,Myo Electrical Supply Store,21.971506,96.066822,02 409 9876,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အိုင္အီး,IE,21.970951,96.078061,09 975 160578,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အိန္ဂ်ယ္,Angel,21.970594,96.091076,09 44403 1620,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပိေတာက္၀ါ,Padauk War,21.983575,96.078862,09 201 6538,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စည္သူ,SiThu,21.983634,96.079289,02 403 1378,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ႀကယ္စင္ျဖိဳး,KyalSinPhyo,21.972711,96.074559,09 960 880880,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,သိန္းသန္း,Thein Than,21.975726,96.06555,09 40188 8900,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊႏွင္းဆီ,Shwe Hnin Si,21.976044,96.071547,09 792 050342,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နီလာ,Nilar,21.978526,96.063941,09 783 099820,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္းသန့္သာ,KaungThantThar,21.977111,96.066341,09 44463 8843,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပါ၀ါလိုက္,Power Light,21.974222,96.077116,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္ႀကယ္စင္,Aung Kyal Sin,21.972848,96.098125,02 22 323,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဖိုးတန္္လ်ွပ္စစ္,PHOTON ELECTRONIC,21.980385,96.081716,09 965 028615,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဂလုပ္,Glote Electronic,21.980161,96.081262,02 403 3650,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဒရင္း,Dream Electronic,21.978994,96.07984,09 40260 1385,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စမ္းလိုက္,San Light,21.970726,96.099941,09 256 248 580,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မစ္စုဘစ္ရွိ,Mitsubishi        ,21.955036,96.113512,09 42171 6037,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပီတီလ်ွပ္စစ္,P T Electrical,21.983092,96.079266,09 431 45646,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စတားလိုက္,Star Light,21.983257,96.079808,02 73 749,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပါ၀ဲဟိုးဒင္း,"Par Well Holding Co.,Ltd",21.976729,96.078825,02 24 841,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဂ်န္း,Jan ,21.977588,96.079003,02 407 2534,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,တီဇက္အီး,TZE,21.977759,96.079229,09 898 849562,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊလ၀င္း,Shwe La Win,21.977615,96.078058,02 406 0041,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ျမန္မာနယူးပါ၀ါကုမၸဏီ,"Myanmar New Power Motors Co.,Ltd",21.895624,96.094402,09 40251 0661,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,Electrical Power Office,လ်ွပ္စစ္ႏွင့္စြမ္းအင္၀န္ႀကီးဌာန,Electric and Power Ministry,21.899324,96.103677,02 515 3500,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,ဓာတ္အားခြဲရံု,Electrical Substation,ပစိဖိတ္လ်ွပ္စစ္ျဖန့္ျဖဴးေရးကုမၸဏီ,"Pacific Electric Company Co.,Ltd",21.89948,96.104055,09 797 593484,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,ဓာတ္အားခြဲရံု,Electrical Substation,အမ္အီးအက္စီ,MESC,21.885989,96.127191,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,ဓာတ္အားခြဲရံု,Electrical Substation,အမ္အီးအက္စီ,MESC,21.913569,96.122627,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,ဓာတ္အားခြဲရံု,Electrical Substation,တံခြန္တိုင္ပင္မဓာတ္အားခြဲရံု,TakonTai MainElectrical Substation,21.917048,96.081096,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,ဓာတ္အားခြဲရံု,Electrical Substation,၀င္းလ်ွပ္စစ္,Win General Electric,21.886851,96.10388,09 202 1046,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဘ၀သစ္,BaWaThit,21.92786,96.086549,09 40252 7791,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဇြဲမာန္,Zwe Marn,21.901771,96.08272,09 681 5705,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကို၀င္းေဌး,Ko Win Htay,21.895123,96.094556,09 798 788123,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္ႀကယ္စင္,AungKyalSinn,21.909516,96.115066,09 44853 6090,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထြန္းေရႊ,Htun Shwe,21.887539,96.109886,02 515 4081,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဓူ၀ံႀကယ္,DuWon Kyal,21.903414,96.081667,09 974 348118,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟိန္း,Hein,21.902871,96.082239,09 203 0593,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လြင္ရတီ,Lwin Yati,21.904258,96.081672,09 910 47971,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စြမ္းထက္,SwanHtet,21.905069,96.081766,09 910 02575,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,၇၃၅လ်ွပ္စစ္,735 Electronic,21.901608,96.083577,09 44401 1735,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟိန္းလ်ွပ္စစ္ဆိုင္,Hein Electronic Store,21.922606,96.088731,09 40249 3002,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မိဘေမတၱာ,Miba Myittar,21.912544,96.126004,09 789 600852,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပည္ႀကီးတံခြန္ျမိဳ့,PyiGyiTaGon,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထူးေအာင္ေက်ာ္,HtooAungKyaw,21.914655,96.116904,09 792 055526,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,ဓာတ္အားခြဲရံု,Electrical Substation,လီနီယာပါ၀ါကုမၸဏီ,"Linear Power Internationsl Co.,Ltd",21.955746,96.115018,09 44404 3793,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,ျပည့္စံု,Pyae Sone,21.96865,96.09593,09 40252 1915,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,၀င္း,Win ,21.964201,96.075077,09 910 08356,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ယူပီေက,UPK,21.9569572,96.101831,09 40256 9339,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဖူဂ်ီ,PhuGyi,21.964673,96.108164,09 259 143 028,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မ်ိဳးေဇာ္,Myo Zaw,21.964823,96.099794,09 910 05959,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကာဒီလိုက္,Cadi Light,21.965817,96.111922,09 766 288388,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မြန္းလိုက္,Moon Light,21.967834,96.084179,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မိတ္ဆက္,MateSat,21.962543,96.080001,09 40257 5782,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဂိုးဒင္းလိုက္,Golden Light,21.96281,96.085676,02 407 2741,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေတာ္၀င္အလင္းလ်ွပ္စစ္,Royal Light Electric,21.968792,96.094221,09 44401 3945,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,မဟာေအာင္ေျမျမိဳ့,MaharAungMyay,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,တီႏွင့္တီဆိုင္းကုမၸဏီ,"T&T Sine International Co.,Ltd",21.95388,96.101099,09 964 844885,
